Site,Specimen,Species,Sex,Mass ,Length,Chironomid,limonia,Simulium,Tabanidae,Tipula,Diptera,Baetis ,Heptagenia,Isonychia,Chimarra,Hydropsyche,Agnetina,Neoperla,Crambidae,Amphipoda,Eggs,Isopoda,Ostracods,Mites
GH14-016,SM8,E.spectabile,M,1.14,4.8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
GH14-016,SM9,E.spectabile,M,0.55,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SM10,E.spectabile,M,0.73,4.4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GH14-016,SM11,E.spectabile,M,0.85,4.5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GH14-016,SM12,E.spectabile,M,0.48,3.7,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SM14,E.spectabile,M,0.92,4.6,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SM16,E.spectabile,M,1.03,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SM18,E.spectabile,M,0.39,1.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF1,E.spectabile,F,0.86,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF2,E.spectabile,F,0.48,3.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF7,E.spectabile,F,0.48,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF9,E.spectabile,F,0.71,4.4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF10,E.spectabile,F,0.48,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF12,E.spectabile,F,0.44,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF13,E.spectabile,F,0.45,3.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF15,E.spectabile,F,0.41,3.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF16,E.spectabile,F,0.46,3.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF17,E.spectabile,F,1.12,5.2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
GH14-016,SF18,E.spectabile,F,0.51,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
